company_id,year,free_cash_flow,cfo_pat_ratio,cfo_quality,capex_intensity_pct,capex_type,fcf_conversion_pct,capital_allocation,distress_flag
KOTAKBANK,Mar 2023,-11623.0,-0.08,Accrual Risk,24.63,Capital Intensive,-34.71,Growth Funded by Debt,True
LICI,Mar 2020,13952.0,20.06,High Quality,6.44,Moderate,-200.83,Reinvestor,True
LICI,Mar 2021,229049.0,27.1,High Quality,21.49,Capital Intensive,-90892.46,Liquidating Assets,True
LICI,Mar 2022,8748.0,-0.92,Accrual Risk,1.73,Asset Light,263.02,Unknown,True
LODHA,Mar 2016,-467.0,0.55,Moderate,10.35,Capital Intensive,-21.97,Mixed,True
LODHA,Mar 2019,-638.0,-0.28,Accrual Risk,1.47,Asset Light,-20.07,Growth Funded by Debt,True
LODHA,Mar 2024,-435.0,1.62,High Quality,28.57,Capital Intensive,-16.32,Mixed,True
LT,Mar 2013,-11277.0,-0.82,Accrual Risk,9.3,Capital Intensive,-98.97,Growth Funded by Debt,True
LT,Mar 2014,-12653.0,-1.46,Accrual Risk,6.48,Moderate,-89.83,Growth Funded by Debt,True
LT,Mar 2015,-6143.0,-0.27,Accrual Risk,5.2,Moderate,-39.17,Growth Funded by Debt,True
LT,Mar 2016,-7867.0,-0.71,Accrual Risk,4.58,Moderate,-50.8,Growth Funded by Debt,True
LT,Mar 2017,-3141.0,1.03,High Quality,8.96,Capital Intensive,-18.9,Mixed,True
LT,Mar 2018,-6117.0,-1.25,Accrual Risk,3.27,Moderate,-30.42,Distress Signal,True
LT,Mar 2019,-15779.0,-0.47,Accrual Risk,8.15,Capital Intensive,-69.01,Growth Funded by Debt,True
LT,Mar 2020,-1714.0,0.61,Moderate,5.78,Moderate,-6.98,Mixed,True
M&M,Mar 2013,-3825.0,-0.22,Accrual Risk,4.23,Moderate,-41.96,Growth Funded by Debt,True
M&M,Mar 2014,-4768.0,-0.05,Accrual Risk,6.11,Moderate,-46.88,Growth Funded by Debt,True
M&M,Mar 2015,-3302.0,0.31,Accrual Risk,6.1,Moderate,-37.55,Mixed,True
M&M,Mar 2016,-3121.0,0.67,Moderate,7.26,Moderate,-30.96,Mixed,True
M&M,Mar 2017,-5692.0,0.05,Accrual Risk,7.01,Moderate,-53.02,Mixed,True
M&M,Mar 2018,-4785.0,0.09,Accrual Risk,5.94,Moderate,-36.18,Mixed,True
M&M,Mar 2019,-11521.0,-0.72,Accrual Risk,6.85,Moderate,-75.76,Growth Funded by Debt,True
M&M,Mar 2020,-8327.0,4.54,High Quality,9.11,Capital Intensive,-81.97,Growth Funded by Debt,True
M&M,Mar 2021,-1777.0,11.84,High Quality,26.5,Capital Intensive,-15.47,Mixed,True
M&M,Mar 2023,-15940.0,-0.62,Accrual Risk,7.31,Moderate,-78.58,Growth Funded by Debt,True
M&M,Mar 2024,-11245.0,-0.46,Accrual Risk,4.04,Moderate,-45.18,Growth Funded by Debt,True
MARUTI,Mar 2014,-2.0,1.75,High Quality,11.22,Capital Intensive,-0.04,Reinvestor,True
MARUTI,Mar 2022,1601.0,0.47,Accrual Risk,0.27,Asset Light,27.83,Reinvestor,True
MOTHERSON,Mar 2017,-2345.0,1.75,High Quality,14.5,Capital Intensive,-56.22,Mixed,True
NAUKRI,Mar 2014,-123.0,1.35,High Quality,35.98,Capital Intensive,-126.8,Mixed,True
NAUKRI,Mar 2015,-1000.0,-3.64,Accrual Risk,143.58,Capital Intensive,-4761.9,Mixed,True
NAUKRI,Mar 2017,48.0,-4.95,Accrual Risk,18.58,Capital Intensive,-533.33,Reinvestor,True
NAUKRI,Mar 2019,217.0,0.47,Accrual Risk,5.13,Moderate,2411.11,Reinvestor,True
NAUKRI,Mar 2020,447.0,-1.42,Accrual Risk,7.39,Moderate,-127.71,Liquidating Assets,True
NAUKRI,Mar 2021,-1767.0,0.19,Accrual Risk,181.12,Capital Intensive,-2387.84,Mixed,True
NAUKRI,Mar 2022,-470.0,0.05,Accrual Risk,74.07,Capital Intensive,-105.38,Mixed,True
NAUKRI,Mar 2023,154.0,-7.31,Accrual Risk,15.26,Capital Intensive,44.25,Mixed,True
NAUKRI,Mar 2024,-150.0,1.18,High Quality,33.6,Capital Intensive,-21.1,Mixed,True
NTPC,Mar 2013,-337.0,1.31,High Quality,23.55,Capital Intensive,-1.86,Mixed,True
NTPC,Mar 2015,-1088.0,1.49,High Quality,19.98,Capital Intensive,-6.27,Reinvestor,True
NTPC,Mar 2017,-4313.0,1.88,High Quality,29.84,Capital Intensive,-19.97,Mixed,True
NTPC,Mar 2018,-1008.0,1.87,High Quality,23.48,Capital Intensive,-4.48,Mixed,True
NTPC,Mar 2019,-5377.0,1.33,High Quality,23.99,Capital Intensive,-23.68,Mixed,True
NTPC,Mar 2020,-5738.0,2.01,High Quality,27.07,Capital Intensive,-18.17,Mixed,True
ONGC,Mar 2013,-1346.0,1.66,High Quality,25.45,Capital Intensive,-3.09,Reinvestor,True
ONGC,Mar 2014,-10363.0,2.0,High Quality,36.55,Capital Intensive,-21.09,Mixed,True
ONGC,Mar 2018,-10006.0,2.18,High Quality,20.7,Capital Intensive,-17.59,Mixed,True
PFC,Mar 2013,-25080.0,-5.66,Accrual Risk,0.13,Asset Light,-418.91,Distress Signal,True
PFC,Mar 2014,-22464.0,-4.11,Accrual Risk,0.04,Asset Light,-295.31,Distress Signal,True
PFC,Mar 2015,-21946.0,-3.57,Accrual Risk,1.96,Asset Light,-260.36,Growth Funded by Debt,True
PFC,Mar 2016,-15271.0,-2.15,Accrual Risk,7.08,Moderate,-166.68,Growth Funded by Debt,True
PFC,Mar 2018,-55739.0,-6.5,Accrual Risk,2.9,Asset Light,-474.29,Distress Signal,True
PFC,Mar 2019,-93715.0,-6.35,Accrual Risk,24.88,Capital Intensive,-526.99,Growth Funded by Debt,True
PFC,Mar 2020,-42221.0,-4.45,Accrual Risk,0.12,Asset Light,-301.32,Growth Funded by Debt,True
PFC,Mar 2021,-57402.0,-3.76,Accrual Risk,2.43,Asset Light,-288.87,Distress Signal,True
PFC,Mar 2022,4357.0,0.26,Accrual Risk,0.72,Asset Light,18.67,Reinvestor,True
PFC,Mar 2023,-76411.0,-3.53,Accrual Risk,2.18,Asset Light,-288.33,Growth Funded by Debt,True
PFC,Mar 2024,-101229.0,-3.7,Accrual Risk,3.73,Moderate,-301.52,Growth Funded by Debt,True
PIDILITIND,Mar 2017,-85.0,0.92,Moderate,15.65,Capital Intensive,-6.74,Mixed,True
PIDILITIND,Mar 2021,-296.0,1.24,High Quality,23.15,Capital Intensive,-17.56,Reinvestor,True
PNB,Mar 2013,-1292.0,-0.14,Accrual Risk,1.39,Asset Light,,Pre-Revenue,True
PNB,Mar 2016,12815.0,-4.04,Accrual Risk,2.66,Asset Light,,Mixed,True
PNB,Mar 2018,-1350.0,0.14,Accrual Risk,0.8,Asset Light,,Distress Signal,True
PNB,Mar 2020,-13131.0,-26.38,Accrual Risk,0.62,Asset Light,,Growth Funded by Debt,True
PNB,Mar 2024,-29445.0,-3.05,Accrual Risk,1.38,Asset Light,,Growth Funded by Debt,True
POWERGRID,Mar 2013,-10394.0,2.71,High Quality,168.83,Capital Intensive,-95.91,Mixed,True
POWERGRID,Mar 2014,-11416.0,3.35,High Quality,171.26,Capital Intensive,-88.04,Mixed,True
POWERGRID,Mar 2015,-8385.0,3.13,High Quality,137.88,Capital Intensive,-56.17,Mixed,True
POWERGRID,Mar 2016,-6568.0,2.52,High Quality,104.47,Capital Intensive,-36.12,Mixed,True
POWERGRID,Mar 2017,-2261.0,2.9,High Quality,92.76,Capital Intensive,-10.07,Mixed,True
POWERGRID,Mar 2018,-2991.0,2.77,High Quality,85.8,Capital Intensive,-11.52,Mixed,True
RECLTD,Mar 2013,-19907.0,-5.23,Accrual Risk,1.11,Asset Light,-150.02,Distress Signal,True
RECLTD,Mar 2014,-17108.0,-3.64,Accrual Risk,0.79,Asset Light,-102.75,Distress Signal,True
RECLTD,Mar 2015,-23747.0,-4.47,Accrual Risk,0.74,Asset Light,-122.44,Distress Signal,True
RECLTD,Mar 2016,-14034.0,-2.33,Accrual Risk,3.13,Moderate,-62.53,Growth Funded by Debt,True
RECLTD,Mar 2018,-32464.0,-7.3,Accrual Risk,0.2,Asset Light,-168.39,Distress Signal,True
RECLTD,Mar 2019,-35409.0,-6.25,Accrual Risk,1.8,Asset Light,-149.37,Distress Signal,True
RECLTD,Mar 2020,-32591.0,-6.58,Accrual Risk,0.4,Asset Light,-125.54,Distress Signal,True
RECLTD,Mar 2021,-42651.0,-5.19,Accrual Risk,2.42,Asset Light,-132.19,Distress Signal,True
RECLTD,Mar 2022,-1106.0,-0.08,Accrual Risk,0.73,Asset Light,-3.21,Growth Funded by Debt,True
RECLTD,Mar 2023,-38303.0,-3.35,Accrual Risk,2.39,Asset Light,-101.79,Growth Funded by Debt,True
RECLTD,Mar 2024,-59554.0,-4.08,Accrual Risk,3.85,Moderate,-124.37,Growth Funded by Debt,True
RELIANCE,Mar 2014,-29809.0,1.92,High Quality,16.86,Capital Intensive,-85.33,Mixed,True
RELIANCE,Mar 2015,-30332.0,1.45,High Quality,17.28,Capital Intensive,-81.0,Mixed,True
RELIANCE,Mar 2017,-16651.0,1.66,High Quality,21.78,Capital Intensive,-35.96,Mixed,True
RELIANCE,Mar 2019,-52161.0,1.06,High Quality,16.63,Capital Intensive,-61.91,Mixed,True
RELIANCE,Mar 2021,-115427.0,0.5,Moderate,30.53,Capital Intensive,-142.87,Mixed,True
SBILIFE,Mar 2014,-542.0,0.23,Accrual Risk,4.1,Moderate,-106.07,Reinvestor,True
SBILIFE,Mar 2016,-1426.0,6.85,High Quality,37.28,Capital Intensive,-155.0,Reinvestor,True
SBILIFE,Mar 2017,-507.0,8.93,High Quality,29.57,Capital Intensive,-47.47,Reinvestor,True
SBILIFE,Mar 2019,-79.0,10.15,High Quality,30.38,Capital Intensive,-5.36,Reinvestor,True
SBILIFE,Mar 2023,-1547.0,16.65,High Quality,37.46,Capital Intensive,-1268.03,Reinvestor,True
SBILIFE,Mar 2024,-2099.0,15.38,High Quality,23.65,Capital Intensive,-853.25,Reinvestor,True
SBIN,Mar 2013,22061.0,1.31,High Quality,1.35,Asset Light,-430.54,Reinvestor,True
SBIN,Mar 2014,18351.0,1.29,High Quality,0.42,Asset Light,-125.57,Mixed,True
SBIN,Mar 2015,22873.0,1.47,High Quality,1.65,Asset Light,-104.54,Reinvestor,True
SBIN,Mar 2016,11730.0,1.11,High Quality,1.25,Asset Light,-36.2,Mixed,True
SBIN,Mar 2017,72834.0,-798.0,Accrual Risk,1.98,Asset Light,-113.21,Reinvestor,True
SBIN,Mar 2018,-83455.0,25.74,High Quality,5.7,Moderate,96.26,Distress Signal,True
SBIN,Mar 2019,29776.0,8.82,High Quality,0.09,Asset Light,-43.37,Cash Accumulator,True
SBIN,Mar 2020,23374.0,1.13,High Quality,0.21,Asset Light,-36.42,Mixed,True
SBIN,Mar 2021,86249.0,3.76,High Quality,1.32,Asset Light,-121.97,Mixed,True
SBIN,Mar 2022,55043.0,1.55,High Quality,0.91,Asset Light,-86.59,Reinvestor,True
SBIN,Mar 2023,-86980.0,-1.49,Accrual Risk,0.28,Asset Light,200.23,Growth Funded by Debt,True
SBIN,Mar 2024,18156.0,0.31,Accrual Risk,0.79,Asset Light,-30.11,Reinvestor,True
SHREECEM,Mar 2018,-1716.0,1.36,High Quality,36.56,Capital Intensive,-69.39,Mixed,True
SHREECEM,Mar 2020,-1617.0,2.57,High Quality,43.44,Capital Intensive,-42.88,Mixed,True
SHRIRAMFIN,Mar 2013,-8400.0,-5.71,Accrual Risk,0.58,Asset Light,-385.5,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2014,-4167.0,-2.99,Accrual Risk,1.32,Asset Light,-208.45,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2015,-9656.0,-9.35,Accrual Risk,0.49,Asset Light,-571.02,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2016,-5543.0,-4.65,Accrual Risk,0.35,Asset Light,-303.89,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2017,-2679.0,-2.11,Accrual Risk,0.02,Asset Light,-135.85,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2018,-13056.0,-5.16,Accrual Risk,0.64,Asset Light,-343.13,Distress Signal,True
SHRIRAMFIN,Mar 2019,-5611.0,-2.15,Accrual Risk,0.49,Asset Light,-147.62,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2020,-2519.0,-0.98,Accrual Risk,0.33,Asset Light,-70.66,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2021,-4264.0,-1.7,Accrual Risk,0.14,Asset Light,-125.34,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2022,-8893.0,-3.26,Accrual Risk,0.18,Asset Light,-242.58,Growth Funded by Debt,True
SHRIRAMFIN,Mar 2023,-12549.0,-2.93,Accrual Risk,16.65,Capital Intensive,-142.62,Distress Signal,True
SHRIRAMFIN,Mar 2024,-31359.0,-4.2,Accrual Risk,0.71,Asset Light,-298.0,Growth Funded by Debt,True
SIEMENS,Sep 2011,267.0,0.0,Accrual Risk,2.21,Asset Light,22.8,Liquidating Assets,True
SIEMENS,Sep 2015,1220.0,0.49,Accrual Risk,6.12,Moderate,122.24,Liquidating Assets,True
SIEMENS,Sep 2016,750.0,0.18,Accrual Risk,2.19,Asset Light,73.46,Liquidating Assets,True
SIEMENS,Sep 2018,-74.0,0.11,Accrual Risk,1.36,Asset Light,-5.58,Reinvestor,True
SIEMENS,Sep 2021,-967.0,1.31,High Quality,18.1,Capital Intensive,-66.6,Reinvestor,True
SUNPHARMA,Mar 2023,-2261.0,0.58,Moderate,16.45,Capital Intensive,-19.41,Mixed,True
TATACONSUM,Mar 2013,197.0,0.39,Accrual Risk,0.33,Asset Light,25.58,Cash Accumulator,True
TATACONSUM,Mar 2016,261.0,-3.14,Accrual Risk,2.18,Asset Light,71.31,Liquidating Assets,True
TATACONSUM,Mar 2019,263.0,0.46,Accrual Risk,0.73,Asset Light,33.46,Liquidating Assets,True
TATAMOTORS,Mar 2013,-806.0,2.22,High Quality,12.17,Capital Intensive,-3.28,Reinvestor,True
TATAMOTORS,Mar 2015,-701.0,2.52,High Quality,13.77,Capital Intensive,-1.79,Mixed,True
TATAMOTORS,Mar 2017,-9372.0,4.0,High Quality,14.67,Capital Intensive,-31.67,Mixed,True
TATAMOTORS,Mar 2018,-1282.0,2.62,High Quality,8.62,Capital Intensive,-4.08,Mixed,True
TATAMOTORS,Mar 2019,-1987.0,-0.66,Accrual Risk,6.91,Moderate,-8.06,Mixed,True
TATAMOTORS,Mar 2020,-6482.0,-2.22,Accrual Risk,12.68,Capital Intensive,-36.04,Mixed,True
TATAMOTORS,Mar 2021,3329.0,-2.17,Accrual Risk,10.28,Capital Intensive,10.31,Mixed,True
TATAMOTORS,Mar 2022,9839.0,-1.26,Accrual Risk,1.6,Asset Light,39.8,Reinvestor,True
TATAPOWER,Mar 2013,-740.0,26.72,High Quality,12.13,Capital Intensive,-13.23,Reinvestor,True
TATAPOWER,Mar 2017,-359.0,6.38,High Quality,26.73,Capital Intensive,-6.56,Mixed,True
TATAPOWER,Mar 2023,-97.0,1.88,High Quality,13.18,Capital Intensive,-1.26,Mixed,True
TATASTEEL,Mar 2013,936.0,-1.93,Accrual Risk,9.72,Capital Intensive,23.61,Reinvestor,True
TATASTEEL,Mar 2014,-2232.0,3.59,High Quality,10.35,Capital Intensive,-13.79,Mixed,True
TATASTEEL,Mar 2015,2859.0,-3.02,Accrual Risk,6.47,Moderate,83.87,Reinvestor,True
TATASTEEL,Mar 2016,2661.0,-23.05,Accrual Risk,8.62,Capital Intensive,-425.76,Reinvestor,True
TATASTEEL,Mar 2017,1334.0,-2.6,Accrual Risk,8.45,Capital Intensive,10.15,Reinvestor,True
TATASTEEL,Mar 2018,-3707.0,0.45,Accrual Risk,9.52,Capital Intensive,-17.3,Mixed,True
TATASTEEL,Mar 2019,-3840.0,2.78,High Quality,18.5,Capital Intensive,-13.1,Reinvestor,True
TATASTEEL,Mar 2024,6048.0,-4.13,Accrual Risk,6.22,Moderate,27.18,Reinvestor,True
TITAN,Mar 2014,-826.0,-0.76,Accrual Risk,2.48,Asset Light,-78.89,Growth Funded by Debt,True
TITAN,Mar 2018,47.0,-0.05,Accrual Risk,0.61,Asset Light,2.86,Unknown,True
TITAN,Mar 2020,-113.0,-0.23,Accrual Risk,1.12,Asset Light,-4.59,Unknown,True
TITAN,Mar 2022,441.0,-0.33,Accrual Risk,4.05,Moderate,13.19,Unknown,True
TITAN,Mar 2023,-444.0,0.42,Accrual Risk,4.47,Moderate,-9.09,Mixed,True
TITAN,Mar 2024,1506.0,0.48,Accrual Risk,0.37,Asset Light,28.46,Reinvestor,True
TORNTPHARM,Mar 2013,-94.0,0.35,Accrual Risk,7.71,Moderate,-13.49,Mixed,True
TORNTPHARM,Mar 2015,-1303.0,1.08,High Quality,45.58,Capital Intensive,-127.75,Mixed,True
TORNTPHARM,Mar 2018,-3783.0,1.32,High Quality,78.61,Capital Intensive,-280.43,Mixed,True
TRENT,Mar 2013,-245.0,-1.15,Accrual Risk,12.95,Capital Intensive,-4900.0,Mixed,True
TRENT,Mar 2015,-316.0,-0.08,Accrual Risk,13.4,Capital Intensive,-359.09,Growth Funded by Debt,True
TRENT,Mar 2019,-16.0,0.22,Accrual Risk,1.41,Asset Light,-6.64,Mixed,True
TRENT,Mar 2020,-448.0,3.41,High Quality,23.21,Capital Intensive,-84.69,Mixed,True
TRENT,Mar 2021,303.0,-1.57,Accrual Risk,0.69,Asset Light,265.79,Liquidating Assets,True
TVSMOTOR,Mar 2015,-332.0,0.25,Accrual Risk,4.05,Moderate,-54.88,Mixed,True
TVSMOTOR,Mar 2017,-20.0,1.35,High Quality,5.69,Moderate,-2.3,Reinvestor,True
TVSMOTOR,Mar 2018,-741.0,0.53,Moderate,6.7,Moderate,-47.17,Mixed,True
TVSMOTOR,Mar 2019,-2022.0,-1.27,Accrual Risk,5.48,Moderate,-93.48,Growth Funded by Debt,True
TVSMOTOR,Mar 2020,-717.0,0.58,Moderate,5.78,Moderate,-31.67,Mixed,True
TVSMOTOR,Mar 2022,-3046.0,-2.15,Accrual Risk,6.04,Moderate,-110.56,Growth Funded by Debt,True
TVSMOTOR,Mar 2023,-5713.0,-3.37,Accrual Risk,4.09,Moderate,-141.87,Growth Funded by Debt,True
TVSMOTOR,Mar 2024,-2254.0,-0.7,Accrual Risk,2.56,Asset Light,-40.98,Growth Funded by Debt,True
ULTRACEMCO,Mar 2013,-744.0,1.35,High Quality,21.26,Capital Intensive,-15.38,Mixed,True
UNIONBANK,Mar 2013,-4588.0,-1.98,Accrual Risk,1.36,Asset Light,-1411.69,Growth Funded by Debt,True
UNIONBANK,Mar 2014,2207.0,1.52,High Quality,1.23,Asset Light,-244.68,Mixed,True
UNIONBANK,Mar 2015,-3885.0,-2.01,Accrual Risk,0.99,Asset Light,399.28,Growth Funded by Debt,True
UNIONBANK,Mar 2016,72.0,0.06,Accrual Risk,0.03,Asset Light,-3.73,Reinvestor,True
UNIONBANK,Mar 2017,-6904.0,-11.56,Accrual Risk,0.85,Asset Light,142.94,Growth Funded by Debt,True
UNIONBANK,Mar 2018,5782.0,-1.17,Accrual Risk,0.96,Asset Light,-49.42,Mixed,True
UNIONBANK,Mar 2020,-81.0,0.02,Accrual Risk,0.01,Asset Light,0.85,Growth Funded by Debt,True
UNIONBANK,Mar 2021,19926.0,7.17,High Quality,0.87,Asset Light,-179.98,Reinvestor,True
UNIONBANK,Mar 2022,35781.0,6.9,High Quality,0.82,Asset Light,-849.3,Reinvestor,True
UNIONBANK,Mar 2023,3495.0,0.71,Moderate,3.16,Moderate,-115.58,Reinvestor,True
UNITDSPR,Mar 2013,848.0,-18.75,Accrual Risk,10.8,Capital Intensive,77.73,Reinvestor,True
UNITDSPR,Mar 2014,-804.0,0.12,Accrual Risk,2.4,Asset Light,23.87,Growth Funded by Debt,True
UNITDSPR,Mar 2015,3659.0,0.12,Accrual Risk,41.66,Capital Intensive,-999.73,Unknown,True
VBL,Dec 2012,-227.0,11.2,High Quality,28.17,Capital Intensive,-99.56,Mixed,True
VBL,Dec 2013,-277.0,-7.42,Accrual Risk,27.14,Capital Intensive,-95.19,Mixed,True
VBL,Dec 2014,-69.0,-21.55,Accrual Risk,19.98,Capital Intensive,-17.83,Mixed,True
VBL,Dec 2016,-222.0,17.21,High Quality,27.14,Capital Intensive,-27.41,Mixed,True
VBL,Dec 2017,-126.0,2.9,High Quality,18.63,Capital Intensive,-15.04,Mixed,True
VBL,Dec 2019,-1012.0,2.77,High Quality,32.54,Capital Intensive,-69.22,Mixed,True
VBL,Dec 2023,-897.0,1.14,High Quality,20.49,Capital Intensive,-24.13,Mixed,True
VEDL,Mar 2013,-289.0,0.01,Accrual Risk,11.31,Capital Intensive,-62.15,Mixed,True
VEDL,Mar 2015,13672.0,-1.57,Accrual Risk,5.61,Moderate,61.83,Reinvestor,True
VEDL,Mar 2016,12509.0,-1.14,Accrual Risk,12.24,Capital Intensive,-67.69,Reinvestor,True
VEDL,Mar 2020,13375.0,-4.07,Accrual Risk,7.02,Moderate,64.48,Reinvestor,True
WIPRO,Mar 2016,-5874.0,0.88,Moderate,26.85,Capital Intensive,-54.41,Reinvestor,True
WIPRO,Mar 2017,-2493.0,1.09,High Quality,21.23,Capital Intensive,-22.02,Reinvestor,True
WIPRO,Mar 2022,-11241.0,0.91,Moderate,28.14,Capital Intensive,-67.38,Mixed,True
ZOMATO,Mar 2020,-404.0,0.9,Moderate,66.79,Capital Intensive,17.53,Distress Signal,True
ZYDUSLIFE,Mar 2013,-79.0,0.87,Moderate,10.73,Capital Intensive,-6.99,Mixed,True
ZYDUSLIFE,Mar 2017,-1560.0,0.86,Moderate,30.63,Capital Intensive,-82.02,Mixed,True
ZYDUSLIFE,Mar 2018,-55.0,0.51,Moderate,8.18,Capital Intensive,-1.94,Mixed,True
ZYDUSLIFE,Mar 2019,-2695.0,0.68,Moderate,30.21,Capital Intensive,-90.1,Mixed,True
ZYDUSLIFE,Mar 2022,1086.0,0.46,Accrual Risk,6.74,Moderate,32.5,Reinvestor,True
